created_at,temp_cria,temp_mielera,temp_exterior,humedad_cria,humedad_mielera,humedad_exterior,peso_total,peso_mielera
2026-02-12 22:10:00-05:00,,,,,,,2.99,
2026-02-12 22:20:00-05:00,,,,,,,2.99,
2026-02-12 22:35:00-05:00,,,,,,,3.0,
2026-02-12 22:40:00-05:00,,,,,,,3.01,
2026-02-12 22:45:00-05:00,,,,,,,3.77,
2026-02-13 10:25:00-05:00,26.4,,,68.9,,,13.93,
2026-02-13 10:30:00-05:00,26.477777777777778,,,68.37777777777778,,,13.93,
2026-02-13 10:35:00-05:00,26.580000000000002,,,68.26,,,13.93,
2026-02-13 10:40:00-05:00,26.6,,,68.31,,,13.93,
2026-02-13 10:45:00-05:00,26.65833333333333,,,68.28333333333333,,,13.93,
2026-02-13 10:50:00-05:00,26.7,,,68.21111111111111,,,13.93,
2026-02-13 10:55:00-05:00,26.699999999999996,,,67.96923076923078,,,13.93,
2026-02-13 11:00:00-05:00,26.7,,,67.72222222222223,,,13.93,
2026-02-13 11:05:00-05:00,26.7,,,67.71111111111111,,,13.93,
2026-02-13 11:10:00-05:00,26.7625,,,67.675,,,13.93,
2026-02-13 11:15:00-05:00,26.7875,,,67.575,,,13.93,
2026-02-13 11:20:00-05:00,26.85,,,66.775,,,13.93,
2026-02-13 11:25:00-05:00,26.899999999999995,,,66.49166666666667,,,13.93,
2026-02-13 11:30:00-05:00,26.899999999999995,,,66.53333333333333,,,13.93,
2026-02-13 11:35:00-05:00,26.9,,,67.4,,,13.93,
2026-02-13 11:40:00-05:00,26.983333333333334,,,67.31666666666666,,,13.93,
2026-02-13 11:45:00-05:00,27.0,,,67.2,,,13.93,
2026-02-13 12:00:00-05:00,27.0,,,67.08,,,13.93,
2026-02-13 13:20:00-05:00,,,,,,,13.93,
2026-02-13 14:50:00-05:00,,,,,,,13.93,
2026-02-13 14:55:00-05:00,,,,,,,13.93,
2026-02-13 15:00:00-05:00,,,,,,,13.93,
2026-02-13 15:05:00-05:00,,,,,,,13.93,
2026-02-13 19:15:00-05:00,28.35,,29.4,66.0375,,52.4,0.11,
2026-02-13 19:20:00-05:00,27.936363636363637,,28.681818181818183,63.46363636363637,,50.81818181818182,9.88,
2026-02-13 19:25:00-05:00,27.8,,28.400000000000002,63.833333333333336,,51.333333333333336,0.12,
2026-02-13 19:30:00-05:00,27.660000000000004,,28.419999999999998,63.17999999999999,,51.0,0.11,
2026-02-13 19:35:00-05:00,27.7,,28.35,63.512499999999996,,51.375,11.79,
2026-02-13 19:40:00-05:00,27.7,,28.272727272727273,64.7909090909091,,52.72727272727273,11.8,
2026-02-13 19:45:00-05:00,27.691666666666666,,28.05,64.95833333333333,,53.916666666666664,11.81,
2026-02-13 19:50:00-05:00,27.6,,27.48888888888889,64.83333333333333,,54.0,11.81,
2026-02-13 19:55:00-05:00,27.587500000000002,,27.525,65.3875,,54.375,11.81,
2026-02-13 22:30:00-05:00,,,19.7,,,55.0,11.77,
2026-02-13 22:35:00-05:00,37.800000000000004,,29.3,45.63333333333333,,55.666666666666664,11.78,
2026-02-14 10:15:00-05:00,,,,,,,11.18,
2026-02-14 10:20:00-05:00,,,,,,,15.86,
2026-02-14 10:25:00-05:00,,,,,,,18.64,
2026-02-14 10:35:00-05:00,39.271428571428565,,34.42857142857143,56.542857142857144,,42.0,18.78,
2026-02-14 10:40:00-05:00,39.57272727272727,,34.77272727272727,54.23636363636364,,41.36363636363637,18.85,
2026-02-14 10:45:00-05:00,40.108333333333334,,35.333333333333336,52.86666666666667,,40.333333333333336,18.85,
2026-02-14 10:50:00-05:00,40.79090909090909,,35.190909090909095,54.85454545454545,,40.72727272727273,20.4,
2026-02-14 10:55:00-05:00,39.92727272727273,,35.627272727272725,55.22727272727273,,39.09090909090909,16.14,
2026-02-14 11:00:00-05:00,37.74166666666667,,35.516666666666666,64.98333333333333,,40.25,18.87,
2026-02-14 11:05:00-05:00,37.6,,35.699999999999996,65.41818181818182,,39.18181818181818,18.87,
2026-02-14 11:10:00-05:00,37.5,,35.07272727272727,67.41818181818182,,39.90909090909091,18.85,
2026-02-14 11:15:00-05:00,37.663636363636364,,34.199999999999996,63.3,,41.54545454545455,18.86,
2026-02-14 11:20:00-05:00,37.61666666666667,,34.074999999999996,65.425,,41.916666666666664,18.87,
2026-02-14 11:25:00-05:00,37.40909090909091,,34.78181818181818,65.45454545454545,,40.72727272727273,18.87,
2026-02-14 11:30:00-05:00,37.37272727272727,,35.95454545454545,66.02727272727272,,39.0,18.89,
2026-02-14 11:35:00-05:00,37.6,,36.34166666666667,68.56666666666666,,37.0,18.88,
2026-02-14 11:40:00-05:00,37.8,,34.82727272727273,65.74545454545455,,41.54545454545455,18.9,
2026-02-14 11:45:00-05:00,37.41,,34.47,66.47,,42.4,18.88,
2026-02-14 11:50:00-05:00,37.30833333333333,,34.391666666666666,63.38333333333333,,41.916666666666664,18.91,
2026-02-14 11:55:00-05:00,36.836363636363636,,33.78181818181818,65.19090909090909,,41.72727272727273,18.9,
2026-02-14 12:00:00-05:00,36.80833333333333,,34.733333333333334,64.10000000000001,,40.833333333333336,18.89,
2026-02-14 12:05:00-05:00,36.76363636363636,,36.14545454545455,66.84545454545454,,37.45454545454545,18.93,
2026-02-14 12:10:00-05:00,36.809090909090905,,35.88181818181818,65.31818181818181,,39.72727272727273,18.95,
2026-02-14 12:15:00-05:00,36.8,,36.0,66.83636363636364,,39.45454545454545,18.96,
2026-02-14 12:20:00-05:00,36.775,,37.06666666666667,66.21666666666667,,36.333333333333336,18.94,
2026-02-14 12:25:00-05:00,36.90909090909091,,37.22727272727273,65.06363636363636,,37.0,19.0,
2026-02-14 12:30:00-05:00,36.97272727272727,,37.518181818181816,64.72727272727273,,35.90909090909091,18.98,
2026-02-14 12:35:00-05:00,37.108333333333334,,37.06666666666667,68.375,,35.416666666666664,19.03,
2026-02-14 12:40:00-05:00,37.28181818181818,,37.09090909090909,70.0909090909091,,36.54545454545455,19.03,
2026-02-14 12:45:00-05:00,37.38181818181818,,36.663636363636364,70.2,,37.27272727272727,19.03,
2026-02-14 12:50:00-05:00,37.291666666666664,,35.85,68.60000000000001,,38.166666666666664,19.03,
2026-02-14 12:55:00-05:00,37.02727272727273,,35.91818181818182,68.31818181818181,,37.54545454545455,19.03,
2026-02-14 13:00:00-05:00,36.918181818181814,,35.39090909090909,65.01818181818182,,38.45454545454545,19.06,
2026-02-14 13:05:00-05:00,36.766666666666666,,35.35,64.83333333333333,,40.333333333333336,19.04,
2026-02-14 13:10:00-05:00,36.518181818181816,,35.6,67.97272727272728,,39.63636363636363,19.04,
2026-02-14 13:15:00-05:00,36.309090909090905,,35.300000000000004,69.56363636363636,,39.0,19.03,
2026-02-14 13:20:00-05:00,36.208333333333336,,34.449999999999996,70.875,,39.25,19.03,
2026-02-14 13:25:00-05:00,36.04545454545455,,34.554545454545455,70.84545454545454,,40.45454545454545,19.04,
2026-02-14 13:30:00-05:00,35.95454545454545,,33.981818181818184,72.11818181818181,,41.63636363636363,19.05,
2026-02-14 13:35:00-05:00,35.79090909090909,,33.32727272727273,73.51818181818182,,42.63636363636363,18.99,
2026-02-14 13:40:00-05:00,35.71666666666667,,33.516666666666666,68.44166666666666,,43.0,19.03,
2026-02-14 13:45:00-05:00,35.68181818181818,,33.31818181818182,66.37272727272727,,42.81818181818182,19.03,
2026-02-14 13:50:00-05:00,35.64545454545455,,33.481818181818184,69.02727272727272,,43.0,19.01,
2026-02-14 13:55:00-05:00,35.6,,32.358333333333334,65.675,,44.666666666666664,19.02,
2026-02-14 14:00:00-05:00,35.481818181818184,,32.49090909090909,63.51818181818182,,45.0,19.08,
2026-02-14 14:05:00-05:00,35.40909090909091,,32.02727272727273,66.57272727272726,,44.90909090909091,19.06,
2026-02-14 14:10:00-05:00,35.40833333333333,,31.40833333333333,66.55833333333334,,45.333333333333336,19.03,
2026-02-14 14:15:00-05:00,35.309090909090905,,31.38181818181818,64.78181818181818,,45.45454545454545,19.07,
2026-02-14 14:20:00-05:00,35.1875,,30.7375,63.2875,,45.75,19.08,
2026-02-14 14:25:00-05:00,35.06363636363636,,30.736363636363638,61.42727272727273,,45.45454545454545,19.07,
2026-02-14 14:30:00-05:00,35.0,,30.41818181818182,62.50909090909091,,45.72727272727273,19.04,
2026-02-14 14:35:00-05:00,34.918181818181814,,30.481818181818184,59.945454545454545,,45.81818181818182,18.99,
2026-02-14 14:40:00-05:00,34.85,,30.391666666666666,61.38333333333333,,46.0,18.95,
2026-02-14 14:45:00-05:00,34.720000000000006,,30.57,60.08,,46.0,19.01,
2026-02-14 14:50:00-05:00,34.690909090909095,,30.05454545454546,60.54545454545455,,46.09090909090909,19.02,
2026-02-14 14:55:00-05:00,34.483333333333334,,29.441666666666666,62.63333333333333,,46.333333333333336,18.96,
2026-02-14 15:00:00-05:00,34.56666666666667,,29.444444444444443,62.300000000000004,,46.888888888888886,19.0,
2026-02-14 15:05:00-05:00,34.516666666666666,,29.358333333333334,63.61666666666667,,47.333333333333336,19.01,
2026-02-14 15:10:00-05:00,34.43,,29.47,64.97,,48.0,18.99,
2026-02-14 15:15:00-05:00,34.63636363636363,,29.41818181818182,63.58181818181818,,49.0,18.97,
2026-02-14 15:20:00-05:00,34.67777777777778,,29.511111111111113,64.24444444444445,,49.666666666666664,18.92,
2026-02-14 15:25:00-05:00,34.71,,28.839999999999996,72.26,,49.9,18.88,
2026-02-14 15:30:00-05:00,34.71818181818182,,28.40909090909091,72.03636363636363,,51.0,18.83,
2026-02-14 15:35:00-05:00,34.65,,28.52,69.88,,50.7,18.83,
2026-02-14 15:40:00-05:00,34.550000000000004,,28.575,70.28333333333333,,50.5,18.83,
2026-02-14 15:45:00-05:00,34.56363636363636,,28.58181818181818,69.11818181818181,,50.09090909090909,18.81,
2026-02-14 15:50:00-05:00,34.61818181818182,,28.5,62.54545454545455,,50.72727272727273,18.85,
2026-02-14 15:55:00-05:00,34.690909090909095,,28.58181818181818,62.38181818181818,,50.81818181818182,18.84,
2026-02-14 16:00:00-05:00,34.74166666666667,,28.40833333333333,63.25,,51.0,18.83,
2026-02-14 16:05:00-05:00,34.663636363636364,,28.481818181818184,59.54545454545455,,51.0,18.82,
2026-02-14 16:10:00-05:00,34.59090909090909,,28.38181818181818,63.54545454545455,,51.0,18.83,
2026-02-14 16:15:00-05:00,34.60909090909092,,28.427272727272726,66.44545454545454,,51.09090909090909,18.85,
2026-02-14 16:20:00-05:00,34.63333333333333,,28.316666666666666,62.666666666666664,,51.0,18.84,
2026-02-14 16:25:00-05:00,34.54545454545455,,28.572727272727274,64.4090909090909,,51.27272727272727,18.8,
2026-02-14 16:30:00-05:00,34.61818181818182,,28.60909090909091,65.78181818181818,,52.18181818181818,18.8,
2026-02-14 16:35:00-05:00,34.67272727272728,,28.436363636363637,60.57272727272727,,52.81818181818182,18.83,
2026-02-14 16:40:00-05:00,34.7,,27.681818181818183,59.89090909090908,,53.36363636363637,18.82,
2026-02-14 16:45:00-05:00,34.73636363636364,,27.518181818181816,62.26363636363636,,53.72727272727273,18.83,
2026-02-14 16:50:00-05:00,34.85454545454545,,27.3,63.71818181818182,,54.0,18.8,
2026-02-14 16:55:00-05:00,34.95,,27.46,71.47,,54.6,18.79,
2026-02-14 17:00:00-05:00,34.90833333333333,,27.616666666666664,66.16666666666667,,54.75,18.8,
2026-02-14 17:05:00-05:00,34.8,,27.518181818181816,68.82727272727273,,55.0,18.79,
2026-02-14 17:10:00-05:00,34.76363636363636,,27.336363636363636,62.309090909090905,,55.09090909090909,18.8,
2026-02-14 17:15:00-05:00,34.80833333333333,,27.46666666666667,65.21666666666667,,55.083333333333336,18.78,
2026-02-14 17:20:00-05:00,34.82727272727272,,27.572727272727274,66.71818181818183,,55.81818181818182,18.78,
2026-02-14 17:25:00-05:00,34.8,,27.28,64.38,,55.5,18.79,
2026-02-14 17:30:00-05:00,34.690000000000005,,27.32,62.42,,55.7,18.78,
2026-02-14 17:35:00-05:00,34.541666666666664,,27.525000000000002,60.46666666666667,,56.0,18.76,
2026-02-14 17:40:00-05:00,34.56363636363636,,27.454545454545453,61.190909090909095,,56.54545454545455,18.76,
2026-02-14 17:45:00-05:00,34.61818181818182,,27.29090909090909,61.06363636363637,,56.90909090909091,18.76,
2026-02-14 17:50:00-05:00,34.67,,27.43,63.839999999999996,,57.0,18.76,
2026-02-14 17:55:00-05:00,34.550000000000004,,27.441666666666666,63.73333333333333,,57.5,18.75,
2026-02-14 18:00:00-05:00,34.510000000000005,,27.360000000000003,66.3,,58.0,18.75,
2026-02-14 18:05:00-05:00,34.6,,26.71,63.71,,59.2,18.76,
2026-02-14 18:10:00-05:00,34.49090909090909,,26.327272727272728,63.06363636363637,,59.36363636363637,18.75,
2026-02-14 18:15:00-05:00,34.49166666666667,,26.599999999999998,61.425000000000004,,59.0,18.75,
2026-02-14 18:20:00-05:00,34.519999999999996,,26.5,60.48,,59.1,18.76,
2026-02-14 18:25:00-05:00,34.5,,26.4,62.13636363636363,,59.90909090909091,18.76,
2026-02-14 18:30:00-05:00,34.483333333333334,,26.46666666666667,61.76666666666667,,59.333333333333336,18.75,
2026-02-14 18:35:00-05:00,34.5,,26.60909090909091,61.56363636363637,,59.0,18.74,
2026-02-14 18:40:00-05:00,34.46363636363637,,26.30909090909091,61.872727272727275,,60.0,18.75,
2026-02-14 18:45:00-05:00,34.38181818181818,,26.363636363636363,59.93636363636363,,60.72727272727273,18.74,
2026-02-14 18:50:00-05:00,34.483333333333334,,26.516666666666666,60.199999999999996,,61.0,18.73,
2026-02-14 18:55:00-05:00,34.5,,26.58181818181818,62.809090909090905,,61.18181818181818,18.72,
2026-02-14 19:00:00-05:00,34.36363636363637,,26.39090909090909,64.26363636363637,,61.09090909090909,18.72,
2026-02-14 19:05:00-05:00,34.445454545454545,,26.527272727272727,64.80000000000001,,61.27272727272727,18.7,
2026-02-14 19:10:00-05:00,34.541666666666664,,26.116666666666664,62.324999999999996,,62.166666666666664,18.69,
2026-02-14 19:15:00-05:00,34.53,,26.01,63.5,,62.8,18.69,
2026-02-14 19:20:00-05:00,34.6,,25.436363636363637,63.21818181818182,,63.0,18.68,
2026-02-14 19:25:00-05:00,34.60909090909092,,25.6,63.46363636363637,,62.90909090909091,18.68,
2026-02-14 19:30:00-05:00,34.68181818181818,,25.372727272727275,63.75454545454546,,63.18181818181818,18.67,
2026-02-14 19:35:00-05:00,34.7,,25.441666666666666,62.041666666666664,,63.25,18.67,
2026-02-14 19:40:00-05:00,34.663636363636364,,26.372727272727275,64.26363636363637,,62.09090909090909,18.67,
2026-02-14 19:45:00-05:00,34.60909090909092,,26.327272727272728,63.88181818181818,,62.0,18.66,
2026-02-14 19:50:00-05:00,34.7,,25.60909090909091,62.154545454545456,,62.72727272727273,18.67,
2026-02-14 19:55:00-05:00,34.675000000000004,,25.483333333333334,62.416666666666664,,63.0,18.66,
2026-02-14 20:00:00-05:00,34.7,,25.50909090909091,66.9090909090909,,63.54545454545455,18.65,
2026-02-14 20:05:00-05:00,34.7,,25.454545454545453,66.27272727272727,,63.27272727272727,18.64,
2026-02-14 20:10:00-05:00,34.7,,25.41818181818182,62.51818181818182,,63.81818181818182,18.64,
2026-02-14 20:15:00-05:00,34.541666666666664,,25.316666666666666,61.9,,64.16666666666667,18.63,
2026-02-14 20:20:00-05:00,34.52727272727273,,25.327272727272728,64.89090909090909,,65.0,18.63,
2026-02-14 20:25:00-05:00,34.61818181818182,,25.527272727272727,64.22727272727273,,65.0,18.62,
2026-02-14 20:30:00-05:00,34.62727272727273,,25.563636363636363,64.35454545454546,,65.0,18.62,
2026-02-14 20:35:00-05:00,34.61818181818182,,25.39090909090909,65.60000000000001,,65.0,18.61,
2026-02-14 20:40:00-05:00,34.57272727272727,,25.572727272727274,63.64545454545455,,65.36363636363636,18.61,
2026-02-14 20:45:00-05:00,34.6,,25.527272727272727,62.71818181818182,,65.63636363636364,18.6,
2026-02-14 20:50:00-05:00,34.425,,25.391666666666666,62.36666666666667,,66.0,18.59,
2026-02-14 20:55:00-05:00,34.47272727272727,,25.436363636363637,65.54545454545455,,66.0909090909091,18.6,
2026-02-14 21:00:00-05:00,34.50909090909091,,25.527272727272727,62.209090909090904,,66.0,18.58,
2026-02-14 21:05:00-05:00,34.54545454545455,,25.181818181818183,63.554545454545455,,66.72727272727273,18.58,
2026-02-14 21:10:00-05:00,34.625,,24.691666666666666,66.34166666666667,,67.66666666666667,18.58,
2026-02-14 21:15:00-05:00,34.67272727272728,,25.363636363636363,63.07272727272727,,66.27272727272727,18.58,
2026-02-14 21:20:00-05:00,34.6,,25.072727272727274,65.75454545454545,,66.45454545454545,18.57,
2026-02-14 21:25:00-05:00,34.60909090909092,,24.518181818181816,70.34545454545454,,67.0,18.57,
2026-02-14 21:30:00-05:00,34.583333333333336,,24.400000000000002,68.83333333333333,,67.33333333333333,18.56,
2026-02-14 21:35:00-05:00,34.52727272727273,,24.472727272727273,67.99090909090908,,68.0,18.56,
2026-02-14 21:40:00-05:00,34.6,,24.55454545454546,66.81818181818181,,68.18181818181819,18.55,
2026-02-14 21:45:00-05:00,34.53636363636363,,24.454545454545453,65.80909090909091,,69.0,18.55,
